MsgNum, Byte, GRIB-Version, elem, level, reference(UTC), valid(UTC), Proj(hr)
26.0, 10023821, 2, RWMR="Rain mixing ratio [kg/kg]", 7500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
27.0, 10024009, 2, SNMR="Snow mixing ratio [kg/kg]", 7500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
28.0, 10024303, 2, GRLE="Graupel (snow pellets) [kg/kg]", 7500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
29.0, 10024491, 2, HGT="Geopotential height [gpm]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
30.0, 10804729, 2, TMP="Temperature [K]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
31.0, 11358907, 2, RH="Relative humidity [%]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
32.0, 11779641, 2, DPT="Dew point temperature [K]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
33.0, 11780446, 2, SPFH="Specific humidity [kg/kg]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
34.0, 12873711, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
35.0, 12873968, 2, UGRD="u-component of wind [m/s]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
36.0, 13457113, 2, VGRD="v-component of wind [m/s]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
37.0, 14021976, 2, ABSV="Absolute vorticity [1/s]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
38.0, 14431193, 2, CLWMR="Cloud mixing ratio [kg/kg]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
39.0, 14431381, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
40.0, 14431569, 2, RWMR="Rain mixing ratio [kg/kg]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
41.0, 14431757, 2, SNMR="Snow mixing ratio [kg/kg]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
42.0, 14433376, 2, GRLE="Graupel (snow pellets) [kg/kg]", 10000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
43.0, 14433564, 2, HGT="Geopotential height [gpm]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
44.0, 15226297, 2, TMP="Temperature [K]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
45.0, 15785901, 2, RH="Relative humidity [%]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
46.0, 16215870, 2, DPT="Dew point temperature [K]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
47.0, 16230674, 2, SPFH="Specific humidity [kg/kg]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
48.0, 16916286, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
49.0, 16936056, 2, UGRD="u-component of wind [m/s]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
50.0, 17518976, 2, VGRD="v-component of wind [m/s]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
51.0, 18087410, 2, ABSV="Absolute vorticity [1/s]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
52.0, 18702451, 2, CLWMR="Cloud mixing ratio [kg/kg]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
53.0, 18702639, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
54.0, 18702827, 2, RWMR="Rain mixing ratio [kg/kg]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
55.0, 18703015, 2, SNMR="Snow mixing ratio [kg/kg]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
56.0, 18705096, 2, GRLE="Graupel (snow pellets) [kg/kg]", 12500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
57.0, 18705284, 2, HGT="Geopotential height [gpm]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
58.0, 19511891, 2, TMP="Temperature [K]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
59.0, 20067646, 2, RH="Relative humidity [%]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
60.0, 20541298, 2, DPT="Dew point temperature [K]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
61.0, 20631344, 2, SPFH="Specific humidity [kg/kg]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
62.0, 21442168, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
63.0, 21446733, 2, UGRD="u-component of wind [m/s]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
64.0, 22027382, 2, VGRD="v-component of wind [m/s]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
65.0, 22596203, 2, ABSV="Absolute vorticity [1/s]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
66.0, 23200704, 2, CLWMR="Cloud mixing ratio [kg/kg]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
67.0, 23200892, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
68.0, 23201145, 2, RWMR="Rain mixing ratio [kg/kg]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
69.0, 23201333, 2, SNMR="Snow mixing ratio [kg/kg]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
70.0, 23206449, 2, GRLE="Graupel (snow pellets) [kg/kg]", 15000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
71.0, 23206765, 2, HGT="Geopotential height [gpm]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
72.0, 24017527, 2, TMP="Temperature [K]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
73.0, 24579464, 2, RH="Relative humidity [%]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
74.0, 25129334, 2, DPT="Dew point temperature [K]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
75.0, 25522828, 2, SPFH="Specific humidity [kg/kg]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
76.0, 26584134, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
77.0, 26598998, 2, UGRD="u-component of wind [m/s]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
78.0, 27187852, 2, VGRD="v-component of wind [m/s]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
79.0, 27759176, 2, ABSV="Absolute vorticity [1/s]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
80.0, 28380870, 2, CLWMR="Cloud mixing ratio [kg/kg]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
81.0, 28381058, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
82.0, 28382957, 2, RWMR="Rain mixing ratio [kg/kg]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
83.0, 28383145, 2, SNMR="Snow mixing ratio [kg/kg]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
84.0, 28390689, 2, GRLE="Graupel (snow pellets) [kg/kg]", 17500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
85.0, 28392331, 2, HGT="Geopotential height [gpm]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
86.0, 29202011, 2, TMP="Temperature [K]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
87.0, 29761809, 2, RH="Relative humidity [%]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
88.0, 30369537, 2, DPT="Dew point temperature [K]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
89.0, 30958829, 2, SPFH="Specific humidity [kg/kg]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
90.0, 31696299, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
91.0, 31719486, 2, UGRD="u-component of wind [m/s]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
92.0, 32312869, 2, VGRD="v-component of wind [m/s]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
93.0, 32898394, 2, ABSV="Absolute vorticity [1/s]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
94.0, 33567731, 2, CLWMR="Cloud mixing ratio [kg/kg]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
95.0, 33567919, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
96.0, 33573406, 2, RWMR="Rain mixing ratio [kg/kg]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
97.0, 33573594, 2, SNMR="Snow mixing ratio [kg/kg]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
98.0, 33583937, 2, GRLE="Graupel (snow pellets) [kg/kg]", 20000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
99.0, 33590137, 2, HGT="Geopotential height [gpm]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
100.0, 34408985, 2, TMP="Temperature [K]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
101.0, 34970218, 2, RH="Relative humidity [%]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
102.0, 35629245, 2, DPT="Dew point temperature [K]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
103.0, 36317442, 2, SPFH="Specific humidity [kg/kg]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
104.0, 37188533, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
105.0, 37255658, 2, UGRD="u-component of wind [m/s]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
106.0, 37858138, 2, VGRD="v-component of wind [m/s]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
107.0, 38455228, 2, ABSV="Absolute vorticity [1/s]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
108.0, 39191028, 2, CLWMR="Cloud mixing ratio [kg/kg]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
109.0, 39191216, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
110.0, 39198854, 2, RWMR="Rain mixing ratio [kg/kg]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
111.0, 39199042, 2, SNMR="Snow mixing ratio [kg/kg]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
112.0, 39212679, 2, GRLE="Graupel (snow pellets) [kg/kg]", 22500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
113.0, 39215590, 2, HGT="Geopotential height [gpm]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
114.0, 40026062, 2, TMP="Temperature [K]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
115.0, 40582441, 2, RH="Relative humidity [%]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
116.0, 41262323, 2, DPT="Dew point temperature [K]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
117.0, 42039850, 2, SPFH="Specific humidity [kg/kg]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
118.0, 43072554, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
119.0, 43151152, 2, UGRD="u-component of wind [m/s]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
120.0, 43752016, 2, VGRD="v-component of wind [m/s]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
121.0, 44350008, 2, ABSV="Absolute vorticity [1/s]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
122.0, 45083761, 2, CLWMR="Cloud mixing ratio [kg/kg]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
123.0, 45083949, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
124.0, 45115399, 2, RWMR="Rain mixing ratio [kg/kg]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
125.0, 45115587, 2, SNMR="Snow mixing ratio [kg/kg]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
126.0, 45138529, 2, GRLE="Graupel (snow pellets) [kg/kg]", 25000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
127.0, 45140506, 2, HGT="Geopotential height [gpm]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
128.0, 45943437, 2, TMP="Temperature [K]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
129.0, 46496152, 2, RH="Relative humidity [%]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
130.0, 47177694, 2, DPT="Dew point temperature [K]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
131.0, 48004482, 2, SPFH="Specific humidity [kg/kg]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
132.0, 49133180, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
133.0, 49216715, 2, UGRD="u-component of wind [m/s]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
134.0, 49814120, 2, VGRD="v-component of wind [m/s]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
135.0, 50409613, 2, ABSV="Absolute vorticity [1/s]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
136.0, 50921606, 2, CLWMR="Cloud mixing ratio [kg/kg]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
137.0, 50922341, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
138.0, 50977861, 2, RWMR="Rain mixing ratio [kg/kg]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
139.0, 50978161, 2, SNMR="Snow mixing ratio [kg/kg]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
140.0, 51014441, 2, GRLE="Graupel (snow pellets) [kg/kg]", 27500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
141.0, 51018747, 2, HGT="Geopotential height [gpm]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
142.0, 51814357, 2, TMP="Temperature [K]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
143.0, 52369645, 2, RH="Relative humidity [%]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
144.0, 53060202, 2, DPT="Dew point temperature [K]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
145.0, 53920887, 2, SPFH="Specific humidity [kg/kg]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
146.0, 55168499, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
147.0, 55287996, 2, UGRD="u-component of wind [m/s]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
148.0, 55885043, 2, VGRD="v-component of wind [m/s]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
149.0, 56480230, 2, ABSV="Absolute vorticity [1/s]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
150.0, 56983910, 2, CLWMR="Cloud mixing ratio [kg/kg]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
151.0, 56985284, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
152.0, 57047507, 2, RWMR="Rain mixing ratio [kg/kg]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
153.0, 57047819, 2, SNMR="Snow mixing ratio [kg/kg]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
154.0, 57092998, 2, GRLE="Graupel (snow pellets) [kg/kg]", 30000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
155.0, 57093795, 2, HGT="Geopotential height [gpm]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
156.0, 57869324, 2, TMP="Temperature [K]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
157.0, 58419727, 2, RH="Relative humidity [%]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
158.0, 59124247, 2, DPT="Dew point temperature [K]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
159.0, 60045335, 2, SPFH="Specific humidity [kg/kg]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
160.0, 61413043, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
161.0, 61547237, 2, UGRD="u-component of wind [m/s]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
162.0, 62144219, 2, VGRD="v-component of wind [m/s]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
163.0, 62741242, 2, ABSV="Absolute vorticity [1/s]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
164.0, 63242494, 2, CLWMR="Cloud mixing ratio [kg/kg]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
165.0, 63244119, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
166.0, 63304841, 2, RWMR="Rain mixing ratio [kg/kg]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
167.0, 63305255, 2, SNMR="Snow mixing ratio [kg/kg]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
168.0, 63360396, 2, GRLE="Graupel (snow pellets) [kg/kg]", 32500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
169.0, 63362163, 2, HGT="Geopotential height [gpm]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
170.0, 64143723, 2, TMP="Temperature [K]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
171.0, 64691109, 2, RH="Relative humidity [%]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
172.0, 65405985, 2, DPT="Dew point temperature [K]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
173.0, 66366143, 2, SPFH="Specific humidity [kg/kg]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
174.0, 67226028, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
175.0, 67377169, 2, UGRD="u-component of wind [m/s]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
176.0, 67971826, 2, VGRD="v-component of wind [m/s]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
177.0, 68568887, 2, ABSV="Absolute vorticity [1/s]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
178.0, 69069864, 2, CLWMR="Cloud mixing ratio [kg/kg]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
179.0, 69071531, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
180.0, 69123332, 2, RWMR="Rain mixing ratio [kg/kg]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
181.0, 69123703, 2, SNMR="Snow mixing ratio [kg/kg]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
182.0, 69186002, 2, GRLE="Graupel (snow pellets) [kg/kg]", 35000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
183.0, 69189373, 2, HGT="Geopotential height [gpm]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
184.0, 69966236, 2, TMP="Temperature [K]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
185.0, 70521493, 2, RH="Relative humidity [%]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
186.0, 71238460, 2, DPT="Dew point temperature [K]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
187.0, 72188002, 2, SPFH="Specific humidity [kg/kg]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
188.0, 73108443, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
189.0, 73284353, 2, UGRD="u-component of wind [m/s]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
190.0, 73877690, 2, VGRD="v-component of wind [m/s]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
191.0, 74474660, 2, ABSV="Absolute vorticity [1/s]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
192.0, 74974727, 2, CLWMR="Cloud mixing ratio [kg/kg]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
193.0, 74977458, 2, CIMIXR="Cloud Ice Mixing Ratio [kg/kg]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
194.0, 75022861, 2, RWMR="Rain mixing ratio [kg/kg]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
195.0, 75023440, 2, SNMR="Snow mixing ratio [kg/kg]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
196.0, 75096604, 2, GRLE="Graupel (snow pellets) [kg/kg]", 37500-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
197.0, 75101301, 2, HGT="Geopotential height [gpm]", 40000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
198.0, 75876259, 2, TMP="Temperature [K]", 40000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
199.0, 76435300, 2, RH="Relative humidity [%]", 40000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
200.0, 77152771, 2, DPT="Dew point temperature [K]", 40000-ISBL, 04/08/2022 00:00, 04/08/2022 00:00, 0.00
